userId,productId,rating,timestamp
U00010,P01061,5,1409881960
U00010,P00161,5,1420730538
U00010,P00592,5,1485869366
U00011,P01296,4,1492526273
U00011,P00334,2,1475996931
U00011,P00627,4,1433136196
U00011,P00592,4,1438669110
U00011,P00406,3,1431974794
U00011,P01972,5,1486887521
U00011,P01366,5,1424239388
U00011,P00887,5,1452222260
U00011,P00371,5,1400332003
U00011,P00435,5,1409092713
U00011,P01684,5,1461637870
U00011,P00498,5,1457878191
U00011,P00426,4,1476708294
U00012,P00643,1,1412046961
U00012,P00478,4,1439387664
U00012,P01495,5,1403823448
U00012,P01403,5,1449407312
U00012,P00448,5,1404640166
U00012,P00592,5,1437480367
U00012,P00426,5,1439673923
U00012,P01578,5,1481667068
U00012,P01366,5,1482877271
U00012,P00772,4,1441424430
U00012,P00154,5,1414570772
U00012,P01719,3,1425656424
U00012,P01566,1,1448367273
U00012,P00543,4,1425075482
U00012,P01137,3,1471072075
U00012,P00847,5,1461261091
U00012,P01543,5,1475762320
U00012,P00193,5,1490765929
U00012,P01122,4,1407694481
U00012,P00973,5,1464847249
U00012,P00488,3,1422574411
U00012,P01392,5,1451876551
U00012,P01595,5,1490330509
U00012,P01582,2,1405180445
U00012,P01806,3,1424641449
U00012,P01959,5,1449906058
U00012,P00373,3,1413067172
U00012,P00000,1,1484978571
U00012,P00035,5,1409617350
U00012,P00922,5,1430464125
U00012,P00935,4,1474422883
U00012,P00561,3,1404199893
U00012,P01419,3,1483380680
U00012,P00498,2,1470463215
U00012,P01796,5,1420351904
U00012,P00151,4,1478977475
U00012,P01632,5,1477580808
U00012,P00202,4,1462346672
U00012,P00100,5,1475761808
U00012,P00593,5,1401753787
U00012,P01878,5,1420497116
U00012,P01982,5,1443906699
U00012,P00435,5,1437259903
U00012,P00372,1,1469050799
U00012,P00583,5,1417335551
U00012,P01404,5,1416648365
U00012,P00762,5,1405016716
U00012,P01451,4,1439406288
U00012,P01383,5,1421877899
U00012,P00983,5,1491872286
U00012,P01626,5,1481172390
U00012,P00378,2,1459952782
U00012,P01385,5,1453719967
U00012,P00451,5,1418743332
U00012,P00015,5,1409006819
U00012,P01083,4,1429936876
U00012,P00767,3,1472428683
U00012,P01317,4,1449920360
U00012,P01875,5,1454835121
U00012,P00145,3,1450389591
U00012,P01115,1,1488162535
U00012,P01440,1,1413131425
U00012,P00824,3,1486951090
U00012,P01367,5,1413954542
U00012,P00547,3,1474789793
U00012,P00961,5,1469920145
U00012,P00769,5,1406602922
U00012,P01204,1,1409762006
U00012,P00817,5,1440534204
U00012,P00239,4,1488617805
U00012,P00103,4,1466828269
U00012,P01054,2,1476769621
U00012,P00189,2,1407120473
U00012,P01659,4,1458732777
U00012,P00955,5,1483223168
U00012,P01466,4,1458348126
U00012,P00231,5,1465805346
U00012,P01782,5,1438234429
U00012,P01098,4,1453587819
U00012,P01371,4,1404378065
U00013,P01719,1,1405741218
U00013,P00627,5,1414710222
U00014,P00772,3,1405163509
U00015,P00450,5,1410363621
U00016,P01366,5,1416513127
U00016,P00688,4,1438628686
U00016,P00592,3,1494558508
U00016,P01403,1,1453711475
U00016,P00697,5,1455022675
U00016,P01974,5,1449174887
U00016,P00426,3,1416914774
U00016,P00268,5,1461065112
U00016,P00154,3,1428186453
U00016,P01137,5,1456783333
U00016,P01719,1,1492881307
U00016,P00712,5,1427273663
U00016,P00186,2,1421858427
U00016,P01820,4,1416235436
U00016,P00772,5,1465576225
U00016,P01959,5,1414922527
U00016,P00183,4,1464886001
U00016,P01488,1,1470554788
U00016,P01072,5,1425994268
U00016,P00935,5,1492087589
U00016,P01939,3,1440286763
U00016,P00413,5,1415428903
U00016,P01806,5,1449640695
U00016,P01404,5,1410695586
U00016,P00537,2,1463975546
U00016,P01675,5,1431366107
U00016,P01616,5,1461344380
U00016,P01167,2,1476828079
U00016,P00378,5,1478427835
U00017,P01366,2,1451960580
U00017,P00592,5,1407156375
U00018,P00064,5,1445024196
U00018,P00592,5,1475492453
U00018,P00426,5,1448265667
U00018,P01719,3,1456764800
U00018,P01004,1,1476074690
U00018,P01796,5,1455263768
U00018,P01366,3,1462856148
U00018,P01137,4,1421896611
U00018,P00440,5,1471354706
U00018,P00035,2,1406000715
U00018,P01782,5,1420873141
U00018,P00922,4,1485009304
U00018,P01743,4,1417114837
U00018,P00935,4,1444584481
U00018,P01738,4,1453364389
U00018,P00154,5,1403030490
U00018,P00547,5,1410349994
U00018,P00772,5,1421930098
U00018,P00767,5,1421000564
U00018,P00442,4,1400726844
U00018,P00448,5,1462373603
U00018,P00054,3,1406375181
U00018,P01806,5,1447118544
U00018,P00643,5,1403167422
U00018,P01982,5,1433411065
U00018,P01210,4,1464648041
U00018,P01545,4,1428417410
U00018,P00983,5,1413546204
U00018,P00161,4,1417360115
U00018,P00485,4,1427786468
U00018,P00202,1,1425279768
U00018,P00486,4,1494435375
U00018,P00949,5,1475989050
U00018,P00373,5,1444962203
U00018,P00435,2,1407453088
U00018,P00750,4,1404274174
U00018,P01009,5,1471809802
U00018,P00973,5,1436402991
U00018,P01403,5,1470843278
U00018,P01854,5,1469707094
U00018,P00324,5,1469363515
U00018,P00284,3,1485044282
U00018,P01582,3,1417496266
U00018,P01118,2,1478787879
U00018,P01442,5,1476741333
U00018,P00503,5,1405422816
U00018,P01585,2,1489620710
U00019,P00440,5,1473477998
U00019,P00592,5,1422045254
U00019,P01412,5,1430281747
U00019,P01270,4,1407327065
U00019,P01806,2,1465896100
U00019,P00296,5,1418817912
U00019,P01403,5,1454103790
U00019,P01366,3,1492539309
U00019,P01719,4,1465349829
U00019,P01137,5,1444171632
U00019,P00128,1,1406927646
U00019,P00772,4,1429891555
U00019,P00935,5,1423395078
U00019,P01491,3,1439595719
U00019,P01337,5,1486068216
U00019,P00442,4,1479217870
U00019,P00426,5,1439959005
U00019,P01582,5,1448195048
U00019,P01374,5,1491382017
U00019,P00154,3,1459723718
U00019,P00378,5,1489210252
U00019,P00902,4,1477597258
U00019,P00202,5,1450601080
U00019,P01663,5,1453341860
U00019,P01495,4,1433866400
U00019,P00448,5,1440292678
U00019,P00710,5,1474084981
U00019,P01892,5,1402100998
U00019,P01098,5,1489695402
U00019,P01487,3,1460946855
U00019,P01383,5,1460537492
U00019,P01765,5,1437388856
U00019,P01880,4,1428084121
U00019,P00064,5,1424194729
U00019,P01959,5,1489743465
U00019,P01747,5,1428384799
U00019,P00663,4,1415253997
U00019,P01636,4,1424039713
U00019,P01439,5,1405056332
U00019,P01544,1,1463325598
U00019,P01191,4,1422104396
U00019,P01659,2,1467768648
U00019,P01889,5,1475216755
U00019,P01240,5,1403664454
U00019,P00968,5,1421608421
U00019,P01404,5,1458886503
U00019,P00583,2,1466616784
U00019,P01146,5,1431776418
U00019,P01392,5,1486166767
U00019,P00433,5,1461898878
U00019,P00424,3,1428871927
U00019,P01389,3,1489423291
U00019,P00762,4,1441375740
U00019,P01796,2,1462391692
U00019,P00561,3,1468201750
U00019,P00094,5,1401315707
U00019,P01122,4,1459277000
U00019,P01179,5,1444495645
U00020,P00498,2,1450973119
U00021,P01582,5,1447739889
U00022,P00426,5,1410647514
U00022,P00592,1,1484013242
U00022,P00094,4,1414592255
U00022,P01592,3,1448772103
U00023,P00773,5,1479621476
U00024,P01366,3,1475816101
U00025,P01009,5,1406552728
U00025,P00074,5,1428054791
U00025,P01719,5,1407733963
U00025,P00866,1,1481868414
U00025,P01659,5,1420657197
U00025,P00592,5,1434663436
U00025,P00772,3,1442820386
U00025,P01083,3,1493603472
U00025,P01796,5,1432376841
U00026,P01646,2,1417195302
U00026,P00592,4,1401360754
U00026,P00504,2,1437940619
U00026,P00103,5,1446985090
U00026,P00426,1,1488028042
U00026,P00448,5,1434827884
U00026,P01719,1,1436631670
U00026,P01796,4,1445522763
U00026,P01806,4,1413749897
U00026,P00688,2,1482500166
U00026,P00772,5,1430784060
U00026,P00442,5,1453582693
U00026,P01366,4,1428881442
U00026,P01582,5,1441932338
U00026,P01403,5,1488919361
U00026,P01495,4,1467925542
U00026,P01982,3,1445835183
U00026,P01098,4,1472885217
U00026,P00503,2,1482592865
U00026,P01743,5,1486962345
U00026,P00750,5,1477588188
U00026,P01346,4,1439547836
U00026,P00561,5,1433720881
U00026,P00202,4,1441040403
U00026,P00973,3,1467167391
U00026,P01846,2,1418636031
U00026,P01640,1,1463140553
U00026,P00402,5,1491657588
U00026,P01137,2,1486337581
U00026,P00747,5,1487790669
U00026,P01152,5,1489031511
U00026,P00183,5,1428216869
U00026,P00858,5,1415398989
U00026,P01289,5,1407098785
U00026,P01990,3,1434233837
U00026,P00564,5,1428268250
U00026,P01009,4,1420437964
U00026,P01162,5,1444021480
U00026,P01488,4,1432180417
U00026,P00752,3,1472936906
U00026,P00961,5,1407710635
U00026,P01785,5,1454999607
U00026,P00983,5,1403143828
U00026,P00435,4,1491760076
U00026,P00593,5,1432094019
U00026,P00935,5,1419339962
U00026,P00346,2,1482704690
U00026,P01080,2,1489181057
U00026,P01996,5,1476944693
U00026,P01144,5,1470890128
U00026,P00643,4,1452795193
U00026,P00584,4,1467614057
U00026,P01862,3,1429553299
U00026,P01647,5,1483440197
U00026,P00860,4,1453784322
U00026,P00612,3,1436548462
U00026,P01266,4,1417996932
U00026,P00555,5,1412666868
U00026,P00189,5,1440164230
U00026,P00549,5,1421129442
U00026,P00757,4,1480411979
U00026,P00498,4,1476787420
U00026,P00031,3,1432421757
U00026,P01118,5,1436381367
U00026,P01083,4,1475211276
U00026,P00407,2,1408722465
U00026,P01878,4,1408502290
U00026,P00697,5,1479235983
U00026,P00064,4,1492424167
U00026,P01240,4,1457728394
U00026,P00430,4,1458460590
U00026,P00094,4,1494314233
U00026,P01404,3,1415585643
U00026,P01412,4,1433584406
U00026,P01939,4,1482789618
U00026,P00077,5,1408337455
U00026,P01983,5,1486408156
U00026,P01256,2,1414441302
U00026,P01417,5,1488977375
U00026,P00154,5,1418039544
U00027,P01011,3,1424789949
U00028,P00503,2,1413011537
U00028,P01582,1,1405089275
U00028,P01659,4,1414126119
U00028,P01366,4,1404996476
U00028,P01095,5,1458808816
U00028,P00592,1,1412435736
U00028,P00806,5,1469674926
U00028,P00109,5,1419731738
U00028,P01806,5,1422342974
U00028,P01566,3,1419168849
U00028,P00448,5,1445420742
U00028,P01148,5,1439071684
U00028,P01743,4,1471876685
U00029,P01118,5,1472037572
U00029,P01482,4,1456865867
U00030,P00592,5,1486649460
U00030,P00047,4,1471673595
U00030,P00426,4,1487201269
U00030,P00154,3,1455377491
U00030,P01719,5,1469814474
U00031,P00366,5,1441575403
U00032,P01403,2,1463321599
U00032,P01366,5,1492519819
U00032,P00537,4,1434374333
U00032,P00592,4,1427335348
U00032,P00973,5,1462433678
U00032,P00643,4,1461090257
U00032,P01068,4,1417015966
U00032,P00480,4,1428215799
U00032,P00426,3,1492725158
U00032,P00772,5,1442600614
U00032,P01495,5,1463750861
U00032,P00190,5,1428169886
U00032,P01782,5,1462395606
U00032,P00195,5,1452075292
U00032,P01959,5,1459648482
U00032,P00763,2,1441959069
U00032,P00688,3,1475741005
U00033,P01366,3,1487269456
U00034,P01352,5,1431529526
U00034,P01719,5,1458761540
U00034,P00592,3,1479639578
U00034,P01383,3,1401063892
U00034,P00498,5,1439719704
U00034,P00448,5,1430034576
U00034,P00772,5,1491827203
U00035,P00592,1,1470202486
U00035,P01495,3,1436327644
U00035,P00772,5,1448351454
U00036,P00592,2,1462262846
U00036,P01366,5,1464762117
U00037,P00592,5,1404420864
U00038,P00592,5,1444687776
U00039,P01366,3,1402396611
U00039,P00592,5,1460718565
U00039,P01806,5,1409879501
U00040,P00858,3,1446755066
U00040,P01806,4,1414290366
U00040,P00592,5,1470671798
U00041,P01959,1,1405945233
U00041,P00939,4,1448948909
U00041,P01376,1,1441041004
U00041,P01585,4,1409039414
U00041,P01366,2,1467244122
U00042,P00592,5,1463969523
U00042,P01403,5,1415019035
U00042,P00064,3,1424628164
U00042,P01539,5,1433589673
U00043,P01366,5,1456179037
U00043,P00426,5,1485457777
U00043,P01507,5,1430333942
U00043,P00592,1,1419288894
U00043,P01578,1,1411739555
U00043,P01148,5,1472603661
U00043,P00547,2,1488196491
U00043,P00057,2,1415182909
U00043,P00643,5,1417070491
U00043,P01806,5,1459044160
U00043,P01460,2,1423460657
U00043,P00356,5,1488213809
U00043,P00442,4,1481865596
U00043,P01083,3,1415132055
U00044,P00592,3,1435686307
U00044,P01871,3,1476451809
U00044,P00426,5,1404763455
U00045,P00592,4,1452230692
U00045,P00983,5,1437874900
U00045,P01366,4,1403644092
U00045,P00414,5,1420502218
U00045,P01061,3,1402906655
U00045,P01806,2,1461778743
U00045,P01719,5,1413235545
U00045,P01403,3,1436239687
U00045,P00498,3,1456162764
U00045,P00426,4,1438786965
U00045,P00973,5,1451509446
U00045,P01846,5,1493258574
U00045,P01414,4,1456581473
U00045,P00803,3,1419609231
U00045,P00479,4,1408019446
U00045,P00643,5,1444461793
U00045,P00772,5,1414210907
U00045,P01122,5,1447685517
U00045,P00435,5,1465763502
U00045,P01983,2,1438237330
U00045,P00744,5,1423165964
U00045,P00585,1,1403786997
U00045,P00490,1,1429614873
U00045,P01167,5,1494489555
U00045,P00894,2,1431557757
U00045,P01659,5,1455309795
U00045,P00138,5,1489824209
U00045,P01580,5,1481312394
U00045,P00688,5,1454538621
U00045,P00269,5,1419026525
U00045,P00504,2,1479354126
U00045,P00415,2,1467093527
U00045,P00561,5,1435770707
U00045,P01233,4,1406309401
U00045,P00902,5,1471229060
U00045,P01417,5,1433535580
U00045,P01891,5,1414756150
U00045,P00202,5,1458527672
U00045,P01349,4,1479872990
U00045,P00448,3,1490264420
U00045,P00704,4,1402599392
U00045,P00064,5,1489613749
U00045,P00273,3,1493484020
U00045,P00547,5,1420762982
U00045,P00556,4,1475574224
U00045,P01796,5,1402839025
U00045,P01433,5,1486565325
U00045,P01945,5,1479764425
U00045,P01129,3,1476756434
U00045,P01240,5,1466115736
U00045,P00935,3,1450604578
U00045,P00627,3,1434450861
U00045,P00339,5,1466923307
U00045,P00442,3,1491492746
U00045,P01495,4,1434008282
U00045,P01398,3,1483499241
U00045,P00154,5,1443211109
U00045,P01578,5,1479421362
U00045,P01083,5,1480339180
U00045,P01782,4,1472016897
U00045,P00094,4,1480743850
U00045,P01466,3,1459684489
U00045,P00495,5,1440916718
U00045,P00150,4,1438354462
U00045,P01635,3,1440242449
U00045,P00543,5,1490627118
U00045,P00103,5,1424997447
U00045,P01520,4,1456968623
U00045,P01137,5,1456826747
U00045,P00887,4,1456525331
U00045,P01470,5,1466214943
U00045,P01957,3,1426752424
U00045,P00537,5,1480830284
U00045,P00378,5,1439495340
U00045,P01819,5,1461817232
U00045,P01322,1,1453718574
U00045,P00911,5,1430598598
U00045,P01474,5,1410198781
U00045,P01545,5,1468072224
U00045,P01854,5,1470228463
U00046,P00772,5,1407552880
U00046,P01719,3,1414505915
U00046,P01250,5,1419940886
U00047,P01122,5,1401546376
U00047,P00426,5,1438343283
U00047,P00592,5,1450659109
U00047,P01403,4,1405626085
U00047,P00547,4,1476531973
U00047,P00983,5,1437695935
U00047,P01137,1,1467319446
U00047,P00038,5,1482422934
U00047,P01719,5,1404303313
U00047,P01366,5,1414747809
U00047,P00555,5,1469357338
U00047,P01430,4,1474678835
U00047,P01495,1,1466167806
U00047,P01582,3,1460488429
U00047,P01167,5,1413814922
U00047,P01743,5,1465087476
U00047,P00448,5,1449629554
U00047,P00772,1,1416430861
U00047,P00047,5,1423019789
U00047,P01239,5,1451454879
U00047,P01595,2,1445486539
U00047,P01061,3,1482314258
U00047,P01191,5,1477336668
U00047,P01009,5,1429625360
U00047,P00498,5,1410125159
U00047,P01129,4,1486821897
U00047,P01806,5,1483095293
U00047,P01404,5,1481085583
U00047,P01198,5,1475710358
U00047,P00680,3,1420655771
U00047,P00442,3,1410551779
U00047,P01383,5,1439648018
U00047,P00848,3,1454497581
U00047,P00564,4,1469162486
U00047,P00503,4,1431367565
U00047,P00064,5,1405871804
U00047,P00961,3,1480160523
U00047,P01983,5,1420508293
U00047,P01796,4,1436630560
U00047,P01240,1,1429708111
U00047,P00935,4,1490414942
U00047,P00867,5,1409176884
U00047,P01640,5,1488820167
U00047,P00619,5,1466556152
U00047,P00697,5,1447961043
U00047,P00254,4,1491948267
U00047,P00643,4,1494058019
U00047,P01597,5,1446424850
U00047,P00537,3,1404557199
U00047,P00683,5,1479306257
U00047,P00779,3,1487652992
U00047,P01440,3,1487587389
U00047,P00916,3,1437887818
U00047,P00424,5,1451855376
U00047,P00556,5,1400014787
U00047,P00612,1,1413742977
U00047,P00857,5,1400098782
U00047,P01566,5,1400792500
U00047,P00922,3,1453639675
U00047,P00009,4,1428114153
U00047,P01068,4,1461241319
U00047,P00435,2,1467593052
U00047,P00309,5,1446893011
U00047,P01379,5,1459295738
U00047,P00154,3,1469977583
U00047,P01088,5,1406410532
U00047,P00256,2,1439644832
U00047,P00202,5,1454614811
U00047,P00017,3,1408787203
U00047,P01891,4,1478150448
U00047,P01616,5,1454096418
U00047,P01091,4,1441258218
U00047,P00378,4,1406408516
U00047,P00440,5,1458214011
U00047,P01747,5,1464166943
U00047,P00164,4,1463321909
U00047,P01096,4,1471026155
U00047,P00712,5,1416089675
U00047,P00300,5,1489675119
U00047,P00902,5,1494446763
U00048,P01486,5,1433966163
U00048,P00426,4,1484694539
U00048,P01403,2,1440189345
U00048,P00442,4,1486198591
U00048,P01366,2,1448085681
U00048,P00592,5,1421718252
U00049,P00592,5,1455540559
U00049,P00547,5,1461703160
U00049,P01366,4,1420717883
U00050,P01366,5,1478013330
U00051,P00592,5,1423151296
U00051,P01366,5,1410507403
U00051,P00442,5,1467250270
U00051,P01404,1,1471041813
U00051,P00435,4,1447850103
U00051,P01841,5,1425690972
U00051,P01898,5,1421370606
U00051,P01796,5,1453231418
U00051,P00697,5,1406258185
U00051,P00983,5,1433632940
U00051,P00426,5,1466032228
U00051,P00102,5,1421695814
U00051,P01281,5,1493530387
U00051,P00413,3,1477261144
U00051,P01806,2,1447916632
U00051,P00154,4,1461020847
U00051,P01011,5,1431985015
U00051,P01390,3,1427814420
U00051,P01403,5,1407906440
U00051,P00189,5,1435137486
U00051,P01719,5,1470964591
U00051,P00935,3,1470466805
U00051,P00643,5,1488363085
U00051,P00230,5,1457060101
U00051,P01180,5,1428252737
U00051,P00254,5,1456877051
U00051,P00378,2,1453673356
U00051,P00395,4,1429843641
U00051,P00094,4,1413269142
U00051,P00973,5,1439101498
U00051,P01495,3,1475738235
U00051,P01118,5,1461905689
U00051,P01009,5,1474915856
U00051,P01179,5,1449940502
U00051,P00627,5,1403814859
U00051,P00711,5,1411776556
U00051,P00583,2,1429581714
U00052,P01559,5,1440242202
U00053,P00592,3,1459226021
U00053,P00931,4,1421172292
U00053,P01719,5,1473470708
U00053,P01488,4,1465334939
U00053,P00378,5,1493971917
U00053,P00426,5,1425315689
U00053,P01366,5,1410556895
U00053,P00202,3,1472723232
U00053,P00772,2,1436126278
U00053,P01403,3,1444875847
U00053,P01582,4,1440438659
U00053,P01595,5,1481205342
U00053,P00935,3,1484163898
U00053,P00064,5,1415797100
U00053,P00442,5,1439991601
U00053,P01543,5,1484910279
U00053,P01578,5,1484320435
U00053,P01946,5,1459432931
U00054,P01180,3,1429034662
U00054,P01719,4,1403022721
U00054,P00378,2,1428298069
U00054,P00935,5,1454375676
U00054,P00592,4,1447312110
U00055,P00592,1,1489993890
U00056,P00907,5,1450609081
U00056,P00592,5,1459833852
U00056,P00772,2,1493685235
U00056,P00426,5,1436599131
U00056,P01366,4,1469423523
U00056,P01403,5,1455069245
U00056,P01529,3,1461597412
U00056,P01806,5,1435298620
U00056,P00202,1,1423708714
U00056,P01709,5,1400131777
U00056,P01891,2,1493294308
U00056,P00744,3,1461648260
U00056,P00766,5,1411593614
U00056,P01652,3,1404792291
U00056,P01098,4,1469604066
U00056,P01325,4,1472822942
U00056,P01875,5,1466213263
U00056,P00593,2,1485978254
U00056,P00448,4,1430181772
U00056,P00858,2,1406942959
U00056,P00973,4,1426464337
U00056,P01719,4,1409456485
U00056,P01137,2,1475244496
U00056,P00561,5,1411815453
U00056,P01582,4,1442641159
U00056,P01009,2,1409400292
U00056,P00442,5,1494369875
U00056,P01774,4,1482249570
U00056,P01167,3,1480902729
U00056,P00750,1,1491965539
U00056,P00212,5,1448785626
U00056,P01595,5,1491721683
U00056,P00697,5,1433923631
U00056,P00478,4,1406924151
U00056,P01844,5,1426175248
U00056,P01584,1,1463514471
U00057,P01959,5,1491055086
U00058,P01366,1,1438733406
U00058,P01580,5,1472349695
U00058,P00592,5,1444621005
U00058,P00772,5,1435374839
U00058,P01719,4,1478856258
U00058,P01169,3,1487505874
U00058,P00442,5,1477354934
U00058,P00448,2,1411264233
U00058,P01806,4,1489750351
U00058,P01989,5,1484777072
U00058,P01782,5,1486773011
U00058,P01747,3,1420189189
U00058,P01335,2,1477696107
U00058,P00426,5,1452025414
U00058,P00593,5,1453623457
U00058,P01403,4,1430310542
U00058,P00435,4,1445837013
U00058,P01440,4,1417704796
U00058,P00716,5,1434975693
U00058,P00612,5,1457188056
U00058,P01302,1,1448685997
U00058,P00887,5,1406854523
U00058,P00503,3,1455061654
U00058,P00904,5,1412182562
U00058,P01702,5,1419498180
U00058,P00154,5,1474647301
U00058,P00741,5,1493539127
U00058,P01922,5,1467869533
U00058,P00057,3,1493245101
U00058,P01774,4,1428271296
U00058,P00750,5,1438252147
U00058,P00440,5,1417427232
U00058,P00406,5,1439118577
U00058,P00064,5,1434887168
U00058,P00674,3,1417398048
U00058,P00094,2,1403620966
U00058,P01317,5,1407853987
U00058,P01582,5,1432102110
U00058,P01773,5,1410401421
U00058,P01098,4,1474988678
U00058,P01876,4,1407746550
U00059,P00448,5,1405664899
U00059,P00426,5,1468220767
U00060,P00592,4,1438300868
U00060,P00426,4,1416149416
U00060,P01796,5,1469058459
U00061,P00592,5,1412231456
U00061,P00064,5,1491714651
U00061,P01366,1,1476449775
U00061,P01392,2,1445027561
U00061,P00448,5,1404986058
U00062,P01050,4,1453233366
U00062,P01582,5,1447280185
U00063,P01719,5,1431709300
U00063,P00426,2,1450827559
U00064,P01122,5,1424487505
U00065,P00592,3,1480644037
U00065,P01440,4,1484541503
U00065,P00426,5,1418059195
U00066,P01366,5,1482358326
U00066,P00772,1,1428624666
U00066,P00592,5,1456988097
U00066,P01568,5,1443611527
U00066,P01403,5,1489919877
U00066,P01009,5,1443230892
